id,category_id
300260,6007
300261,6007
300262,6007
300263,6007
300264,6007
300265,6007
300266,6007
300267,6007
300268,6007
300269,6007
300270,6007
300271,6007
300272,6007
300273,6007
300274,6007
300275,6007
300276,6007
300277,6007
300278,6007
300279,6007
300280,6007
300281,6007
300282,6007
300283,6007
300284,6007
300285,6007
300286,6007
300287,6007
300288,6007
300289,6007
300290,6007
300291,6007
300292,6007
300293,6007
300294,6007
300295,6007
300296,6007
300297,6007
300298,6007
300299,6007
300300,6007
300301,6008
300302,6008
300303,6008
300304,6008
300305,6008
300306,6008
300307,6008
300308,6008
300309,6008
300310,6008
300311,6008
300312,6008
300313,6008
300314,6008
300315,6008
300316,6008
300317,6008
300318,6008
300319,6008
300320,6008
300321,6008
300322,6008
300323,6008
300324,6008
300325,6008
300326,6008
300327,6008
300328,6008
300329,6008
300330,6008
300331,6008
300332,6008
300333,6008
300334,6008
300335,6008
300336,6008
300337,6008
300338,6008
300339,6008
300340,6008
300341,6008
300342,6008
300343,6008
300344,6008
300345,6008
300346,6008
300347,6008
300348,6008
300349,6008
300350,6008
300351,6009
300352,6009
300353,6009
300354,6009
300355,6009
300356,6009
300357,6009
300358,6009
300359,6009
300360,6009
300361,6009
300362,6009
300363,6009
300364,6009
300365,6009
300366,6009
300367,6009
300368,6009
300369,6009
300370,6009
300371,6009
300372,6009
300373,6009
300374,6009
300375,6009
300376,6009
300377,6009
300378,6009
300379,6009
300380,6009
300381,6009
300382,6009
300383,6009
300384,6009
300385,6009
300386,6009
300387,6009
300388,6009
300389,6009
300390,6009
300391,6009
300392,6009
300393,6009
300394,6009
300395,6009
300396,6009
300397,6009
300398,6009
300399,6009
300400,6009
300401,601
300402,601
300403,601
300404,601
300405,601
300406,601
300407,601
300408,601
300409,601
300410,601
300411,601
300412,601
300413,601
300414,601
300415,601
300416,601
300417,601
300418,601
300419,601
300420,601
300421,601
300422,601
300423,601
300424,601
300425,601
300426,601
300427,601
300428,601
300429,601
300430,601
300431,601
300432,601
300433,601
300434,601
300435,601
300436,601
300437,601
300438,601
300439,601
300440,601
300441,601
300442,601
300443,601
300444,601
300445,601
300446,601
300447,601
300448,601
300449,601
300450,601
300451,6011
300452,6011
300453,6011
300454,6011
300455,6011
300456,6011
300457,6011
300458,6011
300459,6011
300460,6011
300461,6011
300462,6011
300463,6011
300464,6011
300465,6011
300466,6011
300467,6011
300468,6011
300469,6011
300470,6011
300471,6011
300472,6011
300473,6011
300474,6011
300475,6011
300476,6011
300477,6011
300478,6011
300479,6011
300480,6011
300481,6011
300482,6011
300483,6011
300484,6011
300485,6011
300486,6011
300487,6011
300488,6011
300489,6011
300490,6011
300491,6011
300492,6011
300493,6011
300494,6011
300495,6011
300496,6011
300497,6011
300498,6011
300499,6011
300500,6011
300501,6012
300502,6012
300503,6012
300504,6012
300505,6012
300506,6012
300507,6012
300508,6012
300509,6012
300510,6012
300511,6012
300512,6012
300513,6012
300514,6012
300515,6012
300516,6012
300517,6012
300518,6012
300519,6012
300520,6012
300521,6012
300522,6012
300523,6012
300524,6012
300525,6012
300526,6012
300527,6012
300528,6012
300529,6012
300530,6012
300531,6012
300532,6012
300533,6012
300534,6012
300535,6012
300536,6012
300537,6012
300538,6012
300539,6012
300540,6012
300541,6012
300542,6012
300543,6012
300544,6012
300545,6012
300546,6012
300547,6012
300548,6012
300549,6012
300550,6012
300551,6013
300552,6013
300553,6013
300554,6013
300555,6013
300556,6013
300557,6013
300558,6013
300559,6013
300560,6013
300561,6013
300562,6013
300563,6013
300564,6013
300565,6013
300566,6013
300567,6013
300568,6013
300569,6013
300570,6013
300571,6013
300572,6013
300573,6013
300574,6013
300575,6013
300576,6013
300577,6013
300578,6013
300579,6013
300580,6013
300581,6013
300582,6013
300583,6013
300584,6013
300585,6013
300586,6013
300587,6013
300588,6013
300589,6013
300590,6013
300591,6013
300592,6013
300593,6013
300594,6013
300595,6013
300596,6013
300597,6013
300598,6013
300599,6013
300600,6013
300601,6014
300602,6014
300603,6014
300604,6014
300605,6014
300606,6014
300607,6014
300608,6014
300609,6014
300610,6014
300611,6014
300612,6014
300613,6014
300614,6014
300615,6014
300616,6014
300617,6014
300618,6014
300619,6014
300620,6014
300621,6014
300622,6014
300623,6014
300624,6014
300625,6014
300626,6014
300627,6014
300628,6014
300629,6014
300630,6014
300631,6014
300632,6014
300633,6014
300634,6014
300635,6014
300636,6014
300637,6014
300638,6014
300639,6014
300640,6014
300641,6014
300642,6014
300643,6014
300644,6014
300645,6014
300646,6014
300647,6014
300648,6014
300649,6014
300650,6014
300651,6015
300652,6015
300653,6015
300654,6015
300655,6015
300656,6015
300657,6015
300658,6015
300659,6015
300660,6015
300661,6015
300662,6015
300663,6015
300664,6015
300665,6015
300666,6015
300667,6015
300668,6015
300669,6015
300670,6015
300671,6015
300672,6015
300673,6015
300674,6015
300675,6015
300676,6015
300677,6015
300678,6015
300679,6015
300680,6015
300681,6015
300682,6015
300683,6015
300684,6015
300685,6015
300686,6015
300687,6015
300688,6015
300689,6015
300690,6015
300691,6015
300692,6015
300693,6015
300694,6015
300695,6015
300696,6015
300697,6015
300698,6015
300699,6015
300700,6015
300701,6016
300702,6016
300703,6016
300704,6016
300705,6016
300706,6016
300707,6016
300708,6016
300709,6016
300710,6016
300711,6016
300712,6016
300713,6016
300714,6016
300715,6016
300716,6016
300717,6016
300718,6016
300719,6016
300720,6016
300721,6016
300722,6016
300723,6016
300724,6016
300725,6016
300726,6016
300727,6016
300728,6016
300729,6016
300730,6016
300731,6016
300732,6016
300733,6016
300734,6016
300735,6016
300736,6016
300737,6016
300738,6016
300739,6016
300740,6016
300741,6016
300742,6016
300743,6016
300744,6016
300745,6016
300746,6016
300747,6016
300748,6016
300749,6016
300750,6016
300751,6017
300752,6017
300753,6017
300754,6017
300755,6017
300756,6017
300757,6017
300758,6017
300759,6017
300760,6017
300761,6017
300762,6017
300763,6017
300764,6017
300765,6017
300766,6017
300767,6017
300768,6017
300769,6017
300770,6017
300771,6017
300772,6017
300773,6017
300774,6017
300775,6017
300776,6017
300777,6017
300778,6017
300779,6017
300780,6017
300781,6017
300782,6017
300783,6017
300784,6017
300785,6017
300786,6017
300787,6017
300788,6017
300789,6017
300790,6017
300791,6017
300792,6017
300793,6017
300794,6017
300795,6017
300796,6017
300797,6017
300798,6017
300799,6017
300800,6017
300801,6018
300802,6018
300803,6018
300804,6018
300805,6018
300806,6018
300807,6018
300808,6018
300809,6018
300810,6018
300811,6018
300812,6018
300813,6018
300814,6018
300815,6018
300816,6018
300817,6018
300818,6018
300819,6018
300820,6018
300821,6018
300822,6018
300823,6018
300824,6018
300825,6018
300826,6018
300827,6018
300828,6018
300829,6018
300830,6018
300831,6018
300832,6018
300833,6018
300834,6018
300835,6018
300836,6018
300837,6018
300838,6018
300839,6018
300840,6018
300841,6018
300842,6018
300843,6018
300844,6018
300845,6018
300846,6018
300847,6018
300848,6018
300849,6018
300850,6018
300851,6019
300852,6019
300853,6019
300854,6019
300855,6019
300856,6019
300857,6019
300858,6019
300859,6019
300860,6019
300861,6019
300862,6019
300863,6019
300864,6019
300865,6019
300866,6019
300867,6019
300868,6019
300869,6019
300870,6019
300871,6019
300872,6019
300873,6019
300874,6019
300875,6019
300876,6019
300877,6019
300878,6019
300879,6019
300880,6019
300881,6019
300882,6019
300883,6019
300884,6019
300885,6019
300886,6019
300887,6019
300888,6019
300889,6019
300890,6019
300891,6019
300892,6019
300893,6019
300894,6019
300895,6019
300896,6019
300897,6019
300898,6019
300899,6019
300900,6019
300901,602
300902,602
300903,602
300904,602
300905,602
300906,602
300907,602
300908,602
300909,602
300910,602
300911,602
300912,602
300913,602
300914,602
300915,602
300916,602
300917,602
300918,602
300919,602
300920,602
300921,602
300922,602
300923,602
300924,602
300925,602
300926,602
300927,602
300928,602
300929,602
300930,602
300931,602
300932,602
300933,602
300934,602
300935,602
300936,602
300937,602
300938,602
300939,602
300940,602
300941,602
300942,602
300943,602
300944,602
300945,602
300946,602
300947,602
300948,602
300949,602
300950,602
300951,6021
300952,6021
300953,6021
300954,6021
300955,6021
300956,6021
300957,6021
300958,6021
300959,6021
300960,6021
300961,6021
300962,6021
300963,6021
300964,6021
300965,6021
300966,6021
300967,6021
300968,6021
300969,6021
300970,6021
300971,6021
300972,6021
300973,6021
300974,6021
300975,6021
300976,6021
300977,6021
300978,6021
300979,6021
300980,6021
300981,6021
300982,6021
300983,6021
300984,6021
300985,6021
300986,6021
300987,6021
300988,6021
300989,6021
300990,6021
300991,6021
300992,6021
300993,6021
300994,6021
300995,6021
300996,6021
300997,6021
300998,6021
300999,6021
301000,6021
301001,6022
301002,6022
301003,6022
301004,6022
301005,6022
301006,6022
301007,6022
301008,6022
301009,6022
301010,6022
301011,6022
301012,6022
301013,6022
301014,6022
301015,6022
301016,6022
301017,6022
301018,6022
301019,6022
301020,6022
301021,6022
301022,6022
301023,6022
301024,6022
301025,6022
301026,6022
301027,6022
301028,6022
301029,6022
301030,6022
301031,6022
301032,6022
301033,6022
301034,6022
301035,6022
301036,6022
301037,6022
301038,6022
301039,6022
301040,6022
301041,6022
301042,6022
301043,6022
301044,6022
301045,6022
301046,6022
301047,6022
301048,6022
301049,6022
301050,6022
301051,6023
301052,6023
301053,6023
301054,6023
301055,6023
301056,6023
301057,6023
301058,6023
301059,6023
301060,6023
301061,6023
301062,6023
301063,6023
301064,6023
301065,6023
301066,6023
301067,6023
301068,6023
301069,6023
301070,6023
301071,6023
301072,6023
301073,6023
301074,6023
301075,6023
301076,6023
301077,6023
301078,6023
301079,6023
301080,6023
301081,6023
301082,6023
301083,6023
301084,6023
301085,6023
301086,6023
301087,6023
301088,6023
301089,6023
301090,6023
301091,6023
301092,6023
301093,6023
301094,6023
301095,6023
301096,6023
301097,6023
301098,6023
301099,6023
301100,6023
301101,6024
301102,6024
301103,6024
301104,6024
301105,6024
301106,6024
301107,6024
301108,6024
301109,6024
301110,6024
301111,6024
301112,6024
301113,6024
301114,6024
301115,6024
301116,6024
301117,6024
301118,6024
301119,6024
301120,6024
301121,6024
301122,6024
301123,6024
301124,6024
301125,6024
301126,6024
301127,6024
301128,6024
301129,6024
301130,6024
301131,6024
301132,6024
301133,6024
301134,6024
301135,6024
301136,6024
301137,6024
301138,6024
301139,6024
301140,6024
301141,6024
301142,6024
301143,6024
301144,6024
301145,6024
301146,6024
301147,6024
301148,6024
301149,6024
301150,6024
301151,6025
301152,6025
301153,6025
301154,6025
301155,6025
301156,6025
301157,6025
301158,6025
301159,6025
301160,6025
301161,6025
301162,6025
301163,6025
301164,6025
301165,6025
301166,6025
301167,6025
301168,6025
301169,6025
301170,6025
301171,6025
301172,6025
301173,6025
301174,6025
301175,6025
301176,6025
301177,6025
301178,6025
301179,6025
301180,6025
301181,6025
301182,6025
301183,6025
301184,6025
301185,6025
301186,6025
301187,6025
301188,6025
301189,6025
301190,6025
301191,6025
301192,6025
301193,6025
301194,6025
301195,6025
301196,6025
301197,6025
301198,6025
301199,6025
301200,6025
301201,6026
301202,6026
301203,6026
301204,6026
301205,6026
301206,6026
301207,6026
301208,6026
301209,6026
301210,6026
301211,6026
301212,6026
301213,6026
301214,6026
301215,6026
301216,6026
301217,6026
301218,6026
301219,6026
301220,6026
301221,6026
301222,6026
301223,6026
301224,6026
301225,6026
301226,6026
301227,6026
301228,6026
301229,6026
301230,6026
301231,6026
301232,6026
301233,6026
301234,6026
301235,6026
301236,6026
301237,6026
301238,6026
301239,6026
301240,6026
301241,6026
301242,6026
301243,6026
301244,6026
301245,6026
301246,6026
301247,6026
301248,6026
301249,6026
301250,6026
301251,6027
301252,6027
301253,6027
301254,6027
301255,6027
301256,6027
301257,6027
301258,6027
301259,6027
301260,6027
301261,6027
301262,6027
301263,6027
301264,6027
301265,6027
301266,6027
301267,6027
301268,6027
301269,6027
301270,6027
301271,6027
301272,6027
301273,6027
301274,6027
301275,6027
301276,6027
301277,6027
301278,6027
301279,6027
301280,6027
301281,6027
301282,6027
301283,6027
301284,6027
301285,6027
301286,6027
301287,6027
301288,6027
301289,6027
301290,6027
301291,6027
301292,6027
301293,6027
301294,6027
301295,6027
301296,6027
301297,6027
301298,6027
301299,6027
301300,6027
301301,6028
301302,6028
301303,6028
301304,6028
301305,6028
301306,6028
301307,6028
301308,6028
301309,6028
301310,6028
301311,6028
301312,6028
301313,6028
301314,6028
301315,6028
301316,6028
301317,6028
301318,6028
301319,6028
301320,6028
301321,6028
301322,6028
301323,6028
301324,6028
301325,6028
301326,6028
301327,6028
301328,6028
301329,6028
301330,6028
301331,6028
301332,6028
301333,6028
301334,6028
301335,6028
301336,6028
301337,6028
301338,6028
301339,6028
301340,6028
301341,6028
301342,6028
301343,6028
301344,6028
301345,6028
301346,6028
301347,6028
301348,6028
301349,6028
301350,6028
301351,6029
301352,6029
301353,6029
301354,6029
301355,6029
301356,6029
301357,6029
301358,6029
301359,6029
301360,6029
301361,6029
301362,6029
301363,6029
301364,6029
301365,6029
301366,6029
301367,6029
301368,6029
301369,6029
301370,6029
301371,6029
301372,6029
301373,6029
301374,6029
301375,6029
301376,6029
301377,6029
301378,6029
301379,6029
301380,6029
301381,6029
301382,6029
301383,6029
301384,6029
301385,6029
301386,6029
301387,6029
301388,6029
301389,6029
301390,6029
301391,6029
301392,6029
301393,6029
301394,6029
301395,6029
301396,6029
301397,6029
301398,6029
301399,6029
301400,6029
301401,603
301402,603
301403,603
301404,603
301405,603
301406,603
301407,603
301408,603
301409,603
301410,603
301411,603
301412,603
301413,603
301414,603
301415,603
301416,603
301417,603
301418,603
301419,603
301420,603
301421,603
301422,603
301423,603
301424,603
301425,603
301426,603
301427,603
301428,603
301429,603
301430,603
301431,603
301432,603
301433,603
301434,603
301435,603
301436,603
301437,603
301438,603
301439,603
301440,603
301441,603
301442,603
301443,603
301444,603
301445,603
301446,603
301447,603
301448,603
301449,603
301450,603
301451,6031
301452,6031
301453,6031
301454,6031
301455,6031
301456,6031
301457,6031
301458,6031
301459,6031
301460,6031
301461,6031
301462,6031
301463,6031
301464,6031
301465,6031
301466,6031
301467,6031
301468,6031
301469,6031
301470,6031
301471,6031
301472,6031
301473,6031
301474,6031
301475,6031
301476,6031
301477,6031
301478,6031
301479,6031
301480,6031
301481,6031
301482,6031
301483,6031
301484,6031
301485,6031
301486,6031
301487,6031
301488,6031
301489,6031
301490,6031
301491,6031
301492,6031
301493,6031
301494,6031
301495,6031
301496,6031
301497,6031
301498,6031
301499,6031
301500,6031
301501,6032
301502,6032
301503,6032
301504,6032
301505,6032
301506,6032
301507,6032
301508,6032
301509,6032
301510,6032
301511,6032
301512,6032
301513,6032
301514,6032
301515,6032
301516,6032
301517,6032
301518,6032
301519,6032
301520,6032
301521,6032
301522,6032
301523,6032
301524,6032
301525,6032
301526,6032
301527,6032
301528,6032
301529,6032
301530,6032
301531,6032
301532,6032
301533,6032
301534,6032
301535,6032
301536,6032
301537,6032
301538,6032
301539,6032
301540,6032
301541,6032
301542,6032
301543,6032
301544,6032
301545,6032
301546,6032
301547,6032
301548,6032
301549,6032
301550,6032
301551,6033
301552,6033
301553,6033
301554,6033
301555,6033
301556,6033
301557,6033
301558,6033
301559,6033
301560,6033
301561,6033
301562,6033
301563,6033
301564,6033
301565,6033
301566,6033
301567,6033
301568,6033
301569,6033
301570,6033
301571,6033
301572,6033
301573,6033
301574,6033
301575,6033
301576,6033
301577,6033
301578,6033
301579,6033
301580,6033
301581,6033
301582,6033
301583,6033
301584,6033
301585,6033
301586,6033
301587,6033
301588,6033
301589,6033
301590,6033
301591,6033
301592,6033
301593,6033
301594,6033
301595,6033
301596,6033
301597,6033
301598,6033
301599,6033
301600,6033
301601,6034
301602,6034
301603,6034
301604,6034
301605,6034
301606,6034
301607,6034
301608,6034
301609,6034
301610,6034
301611,6034
301612,6034
301613,6034
301614,6034
301615,6034
301616,6034
301617,6034
301618,6034
301619,6034
301620,6034
301621,6034
301622,6034
301623,6034
301624,6034
301625,6034
301626,6034
301627,6034
301628,6034
301629,6034
301630,6034
301631,6034
301632,6034
301633,6034
301634,6034
301635,6034
301636,6034
301637,6034
301638,6034
301639,6034
301640,6034
301641,6034
301642,6034
301643,6034
301644,6034
301645,6034
301646,6034
301647,6034
301648,6034
301649,6034
301650,6034
301651,6035
301652,6035
301653,6035
301654,6035
301655,6035
301656,6035
301657,6035
301658,6035
301659,6035
301660,6035
301661,6035
301662,6035
301663,6035
301664,6035
301665,6035
301666,6035
301667,6035
301668,6035
301669,6035
301670,6035
301671,6035
301672,6035
301673,6035
301674,6035
301675,6035
301676,6035
301677,6035
301678,6035
301679,6035
301680,6035
301681,6035
301682,6035
301683,6035
301684,6035
301685,6035
301686,6035
301687,6035
301688,6035
301689,6035
301690,6035
301691,6035
301692,6035
301693,6035
301694,6035
301695,6035
301696,6035
301697,6035
301698,6035
301699,6035
301700,6035
301701,6036
301702,6036
301703,6036
301704,6036
301705,6036
301706,6036
301707,6036
301708,6036
301709,6036
301710,6036
301711,6036
301712,6036
301713,6036
301714,6036
301715,6036
301716,6036
301717,6036
301718,6036
301719,6036
301720,6036
301721,6036
301722,6036
301723,6036
301724,6036
301725,6036
301726,6036
301727,6036
301728,6036
301729,6036
301730,6036
301731,6036
301732,6036
301733,6036
301734,6036
301735,6036
301736,6036
301737,6036
301738,6036
301739,6036
301740,6036
301741,6036
301742,6036
301743,6036
301744,6036
301745,6036
301746,6036
301747,6036
301748,6036
301749,6036
301750,6036
301751,6037
301752,6037
301753,6037
301754,6037
301755,6037
301756,6037
301757,6037
301758,6037
301759,6037
301760,6037
301761,6037
301762,6037
301763,6037
301764,6037
301765,6037
301766,6037
301767,6037
301768,6037
301769,6037
301770,6037
301771,6037
301772,6037
301773,6037
301774,6037
301775,6037
301776,6037
301777,6037
301778,6037
301779,6037
301780,6037
301781,6037
301782,6037
301783,6037
301784,6037
301785,6037
301786,6037
301787,6037
301788,6037
301789,6037
301790,6037
301791,6037
301792,6037
301793,6037
301794,6037
301795,6037
301796,6037
301797,6037
301798,6037
301799,6037
301800,6037
301801,6038
301802,6038
301803,6038
301804,6038
301805,6038
301806,6038
301807,6038
301808,6038
301809,6038
301810,6038
301811,6038
301812,6038
301813,6038
301814,6038
301815,6038
301816,6038
301817,6038
301818,6038
301819,6038
301820,6038
301821,6038
301822,6038
301823,6038
301824,6038
301825,6038
301826,6038
301827,6038
301828,6038
301829,6038
301830,6038
301831,6038
301832,6038
301833,6038
301834,6038
301835,6038
301836,6038
301837,6038
301838,6038
301839,6038
301840,6038
301841,6038
301842,6038
301843,6038
301844,6038
301845,6038
301846,6038
301847,6038
301848,6038
301849,6038
301850,6038
301851,6039
301852,6039
301853,6039
301854,6039
301855,6039
301856,6039
301857,6039
301858,6039
301859,6039
301860,6039
301861,6039
301862,6039
301863,6039
301864,6039
301865,6039
301866,6039
301867,6039
301868,6039
301869,6039
301870,6039
301871,6039
301872,6039
301873,6039
301874,6039
301875,6039
301876,6039
301877,6039
301878,6039
301879,6039
301880,6039
301881,6039
301882,6039
301883,6039
301884,6039
301885,6039
301886,6039
301887,6039
301888,6039
301889,6039
301890,6039
301891,6039
301892,6039
301893,6039
301894,6039
301895,6039
301896,6039
301897,6039
301898,6039
301899,6039
301900,6039
301901,604
301902,604
301903,604
301904,604
301905,604
301906,604
301907,604
301908,604
301909,604
301910,604
301911,604
301912,604
301913,604
301914,604
301915,604
301916,604
301917,604
301918,604
301919,604
301920,604
301921,604
301922,604
301923,604
301924,604
301925,604
301926,604
301927,604
301928,604
301929,604
301930,604
301931,604
301932,604
301933,604
301934,604
301935,604
301936,604
301937,604
301938,604
301939,604
301940,604
301941,604
301942,604
301943,604
301944,604
301945,604
301946,604
301947,604
301948,604
301949,604
301950,604
301951,6041
301952,6041
301953,6041
301954,6041
301955,6041
301956,6041
301957,6041
301958,6041
301959,6041
301960,6041
301961,6041
301962,6041
301963,6041
301964,6041
301965,6041
301966,6041
301967,6041
301968,6041
301969,6041
301970,6041
301971,6041
301972,6041
301973,6041
301974,6041
301975,6041
301976,6041
301977,6041
301978,6041
301979,6041
301980,6041
301981,6041
301982,6041
301983,6041
301984,6041
301985,6041
301986,6041
301987,6041
301988,6041
301989,6041
301990,6041
301991,6041
301992,6041
301993,6041
301994,6041
301995,6041
301996,6041
301997,6041
301998,6041
301999,6041
302000,6041
302001,6042
302002,6042
302003,6042
302004,6042
302005,6042
302006,6042
302007,6042
302008,6042
302009,6042
302010,6042
302011,6042
302012,6042
302013,6042
302014,6042
302015,6042
302016,6042
302017,6042
302018,6042
302019,6042
302020,6042
302021,6042
302022,6042
302023,6042
302024,6042
302025,6042
302026,6042
302027,6042
302028,6042
302029,6042
302030,6042
302031,6042
302032,6042
302033,6042
302034,6042
302035,6042
302036,6042
302037,6042
302038,6042
302039,6042
302040,6042
302041,6042
302042,6042
302043,6042
302044,6042
302045,6042
302046,6042
302047,6042
302048,6042
302049,6042
302050,6042
302051,6043
302052,6043
302053,6043
302054,6043
302055,6043
302056,6043
302057,6043
302058,6043
302059,6043
302060,6043
302061,6043
302062,6043
302063,6043
302064,6043
302065,6043
302066,6043
302067,6043
302068,6043
302069,6043
302070,6043
302071,6043
302072,6043
302073,6043
302074,6043
302075,6043
302076,6043
302077,6043
302078,6043
302079,6043
302080,6043
302081,6043
302082,6043
302083,6043
302084,6043
302085,6043
302086,6043
302087,6043
302088,6043
302089,6043
302090,6043
302091,6043
302092,6043
302093,6043
302094,6043
302095,6043
302096,6043
302097,6043
302098,6043
302099,6043
302100,6043
302101,6044
302102,6044
302103,6044
302104,6044
302105,6044
302106,6044
302107,6044
302108,6044
302109,6044
302110,6044
302111,6044
302112,6044
302113,6044
302114,6044
302115,6044
302116,6044
302117,6044
302118,6044
302119,6044
302120,6044
302121,6044
302122,6044
302123,6044
302124,6044
302125,6044
302126,6044
302127,6044
302128,6044
302129,6044
302130,6044
302131,6044
302132,6044
302133,6044
302134,6044
302135,6044
302136,6044
302137,6044
302138,6044
302139,6044
302140,6044
302141,6044
302142,6044
302143,6044
302144,6044
302145,6044
302146,6044
302147,6044
302148,6044
302149,6044
302150,6044
302151,6045
302152,6045
302153,6045
302154,6045
302155,6045
302156,6045
302157,6045
302158,6045
302159,6045
302160,6045
302161,6045
302162,6045
302163,6045
302164,6045
302165,6045
302166,6045
302167,6045
302168,6045
302169,6045
302170,6045
302171,6045
302172,6045
302173,6045
302174,6045
302175,6045
302176,6045
302177,6045
302178,6045
302179,6045
302180,6045
302181,6045
302182,6045
302183,6045
302184,6045
302185,6045
302186,6045
302187,6045
302188,6045
302189,6045
302190,6045
302191,6045
302192,6045
302193,6045
302194,6045
302195,6045
302196,6045
302197,6045
302198,6045
302199,6045
302200,6045
302201,6046
302202,6046
302203,6046
302204,6046
302205,6046
302206,6046
302207,6046
302208,6046
302209,6046
302210,6046
302211,6046
302212,6046
302213,6046
302214,6046
302215,6046
302216,6046
302217,6046
302218,6046
302219,6046
302220,6046
302221,6046
302222,6046
302223,6046
302224,6046
302225,6046
302226,6046
302227,6046
302228,6046
302229,6046
302230,6046
302231,6046
302232,6046
302233,6046
302234,6046
302235,6046
302236,6046
302237,6046
302238,6046
302239,6046
302240,6046
302241,6046
302242,6046
302243,6046
302244,6046
302245,6046
302246,6046
302247,6046
302248,6046
302249,6046
302250,6046
302251,6047
302252,6047
302253,6047
302254,6047
302255,6047
302256,6047
302257,6047
302258,6047
302259,6047
302260,6047
302261,6047
302262,6047
302263,6047
302264,6047
302265,6047
302266,6047
302267,6047
302268,6047
302269,6047
302270,6047
302271,6047
302272,6047
302273,6047
302274,6047
302275,6047
302276,6047
302277,6047
302278,6047
302279,6047
302280,6047
302281,6047
302282,6047
302283,6047
302284,6047
302285,6047
302286,6047
302287,6047
302288,6047
302289,6047
302290,6047
302291,6047
302292,6047
302293,6047
302294,6047
302295,6047
302296,6047
302297,6047
302298,6047
302299,6047
302300,6047
302301,6048
302302,6048
302303,6048
302304,6048
302305,6048
302306,6048
302307,6048
302308,6048
302309,6048
302310,6048
302311,6048
302312,6048
302313,6048
302314,6048
302315,6048
302316,6048
302317,6048
302318,6048
302319,6048
302320,6048
302321,6048
302322,6048
302323,6048
302324,6048
302325,6048
302326,6048
302327,6048
302328,6048
302329,6048
302330,6048
302331,6048
302332,6048
302333,6048
302334,6048
302335,6048
302336,6048
302337,6048
302338,6048
302339,6048
302340,6048
302341,6048
302342,6048
302343,6048
302344,6048
302345,6048
302346,6048
302347,6048
302348,6048
302349,6048
302350,6048
302351,6049
302352,6049
302353,6049
302354,6049
302355,6049
302356,6049
302357,6049
302358,6049
302359,6049
302360,6049
302361,6049
302362,6049
302363,6049
302364,6049
